Cumulated Working Group,Bridge Author Name,Chapter 1,Chapter 2
WG1+2,A. Barrie Pittock,AR1.WG1.8,AR2.WG2.8
WG1+2,A. Barrie Pittock,AR1.WG1.8,AR3.WG2.SPM
WG1+2,A. Barrie Pittock,AR1.WG1.8,AR3.WG2.TS
WG1+2,Michael Prather,AR4.WG1.1,AR5.WG2.1
WG1+2,Michael Prather,AR4.WG1.1,AR5.WG2.SPM
WG1+2,Michael Prather,AR5.WG1.11,AR5.WG2.SPM
WG1+2,Michael Prather,AR1.WG1.12,AR5.WG2.1
WG1+2,Michael Prather,AR1.WG1.12,AR5.WG2.SPM
WG1+2,Michael Prather,AR2.WG1.2,AR5.WG2.1
WG1+2,Michael Prather,AR2.WG1.2,AR5.WG2.SPM
WG1+2,Michael Prather,AR3.WG1.4,AR5.WG2.1
WG1+2,Michael Prather,AR3.WG1.4,AR5.WG2.SPM
WG1+2,Michael Prather,AR5.WG1.8,AR5.WG2.SPM
WG1+2,Michael Prather,AR2.WG1.TS,AR5.WG2.1
WG1+2,Michael Prather,AR2.WG1.TS,AR5.WG2.SPM
WG1+2,Michael Prather,AR3.WG1.TS,AR5.WG2.1
WG1+2,Michael Prather,AR3.WG1.TS,AR5.WG2.SPM
WG1+2,Terry D. Prowse,AR4.WG1.4,AR5.WG2.28
WG1+2,Terry D. Prowse,AR4.WG1.4,AR3.WG2.5
WG1+2,Terry D. Prowse,AR4.WG1.4,AR2.WG2.7
WG1+2,Terry D. Prowse,AR5.WG1.4,AR3.WG2.5
WG1+2,Terry D. Prowse,AR5.WG1.4,AR2.WG2.7
WG1+2,Dahe Qin,AR3.WG1.11,AR3.WG2.16
WG1+2,Dahe Qin,AR3.WG1.11,AR3.WG2.17
WG1+2,Stefan Rahmstorf,AR5.WG1.12,AR3.WG2.19
WG1+2,E.Ya. Rankova,AR2.WG1.3,AR3.WG2.11
WG1+2,Sarah C.B. Raper,AR4.WG1.10,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR3.WG1.11,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR1.WG1.12,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR1.WG1.6,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR2.WG1.6,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR2.WG1.7,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR1.WG1.8,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR1.WG1.9,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR3.WG1.9,AR4.WG2.2
WG1+2,Sarah C.B. Raper,AR3.WG1.TS,AR4.WG2.2
WG1+2,Alan Robock,AR5.WG1.11,AR5.WG2.19
WG1+2,Alan Robock,AR3.WG1.12,AR5.WG2.19
WG1+2,Alan Robock,AR2.WG1.2,AR5.WG2.19
WG1+2,Alan Robock,AR3.WG1.2,AR5.WG2.19
WG1+2,Alan Robock,AR2.WG1.4,AR5.WG2.19
WG1+2,Alan Robock,AR2.WG1.5,AR5.WG2.19
WG1+2,Alan Robock,AR2.WG1.8,AR5.WG2.19
WG1+2,Steve Running,AR2.WG1.9,AR4.WG2.14
WG1+2,"Michael James ""Jim"" Salinger",AR3.WG1.2,AR4.WG2.11
WG1+2,"Michael James ""Jim"" Salinger",AR3.WG1.TS,AR4.WG2.11
WG1+2,David Schimel,AR3.WG1.1,AR3.WG2.15
WG1+2,David Schimel,AR1.WG1.10,AR3.WG2.15
WG1+2,David Schimel,AR2.WG1.2,AR3.WG2.15
WG1+2,David Schimel,AR2.WG1.9,AR3.WG2.15
WG1+2,David Schimel,AR2.WG1.TS,AR3.WG2.15
WG1+2,Stephen Schneider,AR2.WG1.11,AR4.WG2.19
WG1+2,Stephen Schneider,AR2.WG1.11,AR4.WG2.SPM
WG1+2,Stephen Schneider,AR2.WG1.11,AR4.WG2.TS
WG1+2,Stephen Schneider,AR1.WG1.4,AR4.WG2.19
WG1+2,Stephen Schneider,AR1.WG1.4,AR4.WG2.SPM
WG1+2,Stephen Schneider,AR1.WG1.4,AR4.WG2.TS
WG1+2,Stephen Schneider,AR1.WG1.5,AR4.WG2.19
WG1+2,Stephen Schneider,AR1.WG1.5,AR4.WG2.SPM
WG1+2,Stephen Schneider,AR1.WG1.5,AR4.WG2.TS
WG1+2,Stephen Schneider,AR3.WG1.6,AR4.WG2.19
WG1+2,Stephen Schneider,AR3.WG1.6,AR4.WG2.SPM
WG1+2,Stephen Schneider,AR3.WG1.6,AR4.WG2.TS
WG1+2,Frederick H.M. Semazzi,AR3.WG1.10,AR4.WG2.9
WG1+2,Frederick H.M. Semazzi,AR3.WG1.12,AR4.WG2.9
WG1+2,Frederick H.M. Semazzi,AR4.WG1.3,AR4.WG2.9
WG1+2,Frederick H.M. Semazzi,AR2.WG1.5,AR3.WG2.10
WG1+2,Frederick H.M. Semazzi,AR2.WG1.5,AR4.WG2.9
WG1+2,Frederick H.M. Semazzi,AR2.WG1.6,AR3.WG2.10
WG1+2,Frederick H.M. Semazzi,AR2.WG1.6,AR4.WG2.9
WG1+2,Frederick H.M. Semazzi,AR3.WG1.8,AR4.WG2.9
WG1+2,Igor Shiklomanov,AR2.WG1.3,AR3.WG2.16
WG1+2,Igor Shiklomanov,AR2.WG1.3,AR4.WG2.3
WG1+2,Igor Shiklomanov,AR2.WG1.3,AR1.WG2.4
WG1+2,Igor Shiklomanov,AR2.WG1.3,AR3.WG2.4
WG1+2,Mxolisi Shongwe,AR5.WG1.12,AR5.WG2.22
WG1+2,S.K. Sinha,AR1.WG1.10,AR3.WG2.19
WG1+2,S.K. Sinha,AR1.WG1.10,AR1.WG2.2
WG1+2,S.K. Sinha,AR1.WG1.10,AR2.WG2.TS
WG1+2,Doug M. Smith,AR5.WG1.11,AR3.WG2.18
WG1+2,Doug M. Smith,AR5.WG1.11,AR3.WG2.19
WG1+2,Doug M. Smith,AR5.WG1.11,AR3.WG2.SPM
WG1+2,Doug M. Smith,AR5.WG1.11,AR3.WG2.TS
WG1+2,Doug M. Smith,AR5.WG1.3,AR3.WG2.SPM
WG1+2,Doug M. Smith,AR5.WG1.3,AR3.WG2.TS
WG1+2,Joel B. Smith,AR3.WG1.4,AR5.WG2.11
WG1+2,Joel B. Smith,AR3.WG1.4,AR5.WG2.14
WG1+2,Joel B. Smith,AR3.WG1.4,AR4.WG2.17
WG1+2,Joel B. Smith,AR3.WG1.4,AR4.WG2.19
WG1+2,Joel B. Smith,AR3.WG1.4,AR4.WG2.SPM
WG1+2,Joel B. Smith,AR3.WG1.4,AR4.WG2.TS
WG1+2,Joel B. Smith,AR3.WG1.6,AR5.WG2.11
WG1+2,Joel B. Smith,AR3.WG1.6,AR5.WG2.14
WG1+2,Joel B. Smith,AR3.WG1.6,AR4.WG2.17
WG1+2,Joel B. Smith,AR3.WG1.6,AR4.WG2.19
WG1+2,Joel B. Smith,AR3.WG1.6,AR4.WG2.SPM
WG1+2,Joel B. Smith,AR3.WG1.6,AR4.WG2.TS
WG1+2,Doug M. Smith,AR4.WG1.8,AR3.WG2.SPM
WG1+2,Doug M. Smith,AR4.WG1.8,AR3.WG2.TS
WG1+2,Joel B. Smith,AR3.WG1.9,AR5.WG2.11
WG1+2,Joel B. Smith,AR3.WG1.9,AR5.WG2.14
WG1+2,Joel B. Smith,AR3.WG1.9,AR4.WG2.17
WG1+2,Joel B. Smith,AR3.WG1.9,AR4.WG2.19
WG1+2,Joel B. Smith,AR3.WG1.9,AR4.WG2.SPM
WG1+2,Joel B. Smith,AR3.WG1.9,AR4.WG2.TS
WG1+2,Olga Solomina,AR4.WG1.4,AR2.WG2.5
WG1+2,Olga Solomina,AR5.WG1.4,AR2.WG2.5
WG1+2,Andrew Solow,AR1.WG1.7,AR5.WG2.18
WG1+2,Andrew Solow,AR1.WG1.8,AR5.WG2.18
WG1+2,Jayaraman Srinivasan,AR2.WG1.2,AR3.WG2.11
WG1+2,Daithi A. Stone,AR4.WG1.11,AR5.WG2.18
WG1+2,Daithi A. Stone,AR4.WG1.11,AR5.WG2.22
WG1+2,Daithi A. Stone,AR4.WG1.11,AR5.WG2.30
WG1+2,John M.R. Stone,AR3.WG1.8,AR4.WG2.15
WG1+2,John M.R. Stone,AR3.WG1.8,AR4.WG2.20
WG1+2,John M.R. Stone,AR3.WG1.8,AR5.WG2.28
WG1+2,John M.R. Stone,AR3.WG1.8,AR4.WG2.SPM
WG1+2,John M.R. Stone,AR3.WG1.8,AR4.WG2.TS
WG1+2,Daithi A. Stone,AR4.WG1.8,AR5.WG2.18
WG1+2,Daithi A. Stone,AR4.WG1.8,AR5.WG2.22
WG1+2,Daithi A. Stone,AR4.WG1.8,AR5.WG2.30
WG1+2,John M.R. Stone,AR3.WG1.9,AR4.WG2.15
WG1+2,John M.R. Stone,AR3.WG1.9,AR4.WG2.20
WG1+2,John M.R. Stone,AR3.WG1.9,AR5.WG2.28
WG1+2,John M.R. Stone,AR3.WG1.9,AR4.WG2.SPM
WG1+2,John M.R. Stone,AR3.WG1.9,AR4.WG2.TS
WG1+2,Daithi A. Stone,AR4.WG1.9,AR5.WG2.18
WG1+2,Daithi A. Stone,AR4.WG1.9,AR5.WG2.22
WG1+2,Daithi A. Stone,AR4.WG1.9,AR5.WG2.30
WG1+2,Daithi A. Stone,AR4.WG1.SPM,AR5.WG2.18
WG1+2,Daithi A. Stone,AR4.WG1.SPM,AR5.WG2.22
WG1+2,Daithi A. Stone,AR4.WG1.SPM,AR5.WG2.30
WG1+2,John M.R. Stone,AR3.WG1.TS,AR4.WG2.15
WG1+2,John M.R. Stone,AR3.WG1.TS,AR4.WG2.20
WG1+2,John M.R. Stone,AR3.WG1.TS,AR5.WG2.28
WG1+2,John M.R. Stone,AR3.WG1.TS,AR4.WG2.SPM
WG1+2,John M.R. Stone,AR3.WG1.TS,AR4.WG2.TS
WG1+2,Daithi A. Stone,AR4.WG1.TS,AR5.WG2.18
WG1+2,Daithi A. Stone,AR4.WG1.TS,AR5.WG2.22
WG1+2,Daithi A. Stone,AR4.WG1.TS,AR5.WG2.30
WG1+2,E. Sulzman,AR2.WG1.2,AR2.WG2.5
WG1+2,B.H. Svensson,AR1.WG1.1,AR2.WG2.6
WG1+2,B.H. Svensson,AR1.WG1.1,AR2.WG2.TS
WG1+2,Claudia Tebaldi,AR4.WG1.10,AR4.WG2.2
WG1+2,Claudia Tebaldi,AR4.WG1.11,AR4.WG2.2
WG1+2,Claudia Tebaldi,AR5.WG1.12,AR4.WG2.2
WG1+2,Bart van den Hurk,AR5.WG1.11,AR5.WG2.3
WG1+2,David Vaughan,AR4.WG1.10,AR4.WG2.15
WG1+2,David Vaughan,AR4.WG1.10,AR3.WG2.16
WG1+2,David Vaughan,AR4.WG1.10,AR4.WG2.SPM
WG1+2,David Vaughan,AR4.WG1.10,AR4.WG2.TS
WG1+2,David Vaughan,AR3.WG1.2,AR4.WG2.15
WG1+2,David Vaughan,AR3.WG1.2,AR4.WG2.SPM
WG1+2,David Vaughan,AR3.WG1.2,AR4.WG2.TS
WG1+2,David Vaughan,AR4.WG1.4,AR4.WG2.SPM
WG1+2,David Vaughan,AR4.WG1.4,AR4.WG2.TS
WG1+2,David Vaughan,AR5.WG1.4,AR4.WG2.SPM
WG1+2,David Vaughan,AR5.WG1.4,AR4.WG2.TS
WG1+2,David Vaughan,AR5.WG1.SPM,AR4.WG2.TS
WG1+2,Andrei A. Velichko,AR1.WG1.5,AR3.WG2.13
WG1+2,Andrei A. Velichko,AR1.WG1.5,AR3.WG2.3
WG1+2,Andrei A. Velichko,AR1.WG1.5,AR4.WG2.4
WG1+2,Andrei A. Velichko,AR1.WG1.5,AR1.WG2.7
WG1+2,Hans von Storch,AR3.WG1.10,AR5.WG2.2
WG1+2,Hans von Storch,AR3.WG1.2,AR5.WG2.2
WG1+2,Hans von Storch,AR2.WG1.6,AR5.WG2.2
WG1+2,Peter Wadhams,AR5.WG1.1,AR2.WG2.7
WG1+2,Peter Wadhams,AR3.WG1.2,AR2.WG2.7
WG1+2,Peter Wadhams,AR5.WG1.4,AR2.WG2.7
WG1+2,Peter Wadhams,AR1.WG1.7,AR2.WG2.7
WG1+2,John E. Walsh,AR2.WG1.10,AR3.WG2.12
WG1+2,John E. Walsh,AR2.WG1.10,AR4.WG2.15
WG1+2,John E. Walsh,AR3.WG1.10,AR3.WG2.12
WG1+2,John E. Walsh,AR3.WG1.10,AR4.WG2.15
WG1+2,John E. Walsh,AR2.WG1.3,AR3.WG2.12
WG1+2,John E. Walsh,AR2.WG1.3,AR4.WG2.15
WG1+2,John E. Walsh,AR1.WG1.4,AR3.WG2.12
WG1+2,John E. Walsh,AR1.WG1.4,AR4.WG2.15
WG1+2,Richard A. Warrick,AR1.WG1.12,AR4.WG2.11
WG1+2,Richard A. Warrick,AR1.WG1.12,AR3.WG2.2
WG1+2,Richard A. Warrick,AR1.WG1.12,AR2.WG2.9
WG1+2,Richard A. Warrick,AR1.WG1.12,AR3.WG2.SPM
WG1+2,Richard A. Warrick,AR1.WG1.12,AR3.WG2.TS
WG1+2,Richard A. Warrick,AR1.WG1.9,AR4.WG2.11
WG1+2,Richard A. Warrick,AR1.WG1.9,AR3.WG2.2
WG1+2,Richard A. Warrick,AR1.WG1.9,AR2.WG2.9
WG1+2,Richard A. Warrick,AR1.WG1.9,AR3.WG2.SPM
WG1+2,Richard A. Warrick,AR1.WG1.9,AR3.WG2.TS
WG1+2,Richard Washington,AR4.WG1.3,AR4.WG2.9
WG1+2,Robert T. Watson,AR1.WG1.1,AR2.WG2.TS
WG1+2,Robert T. Watson,AR3.WG1.10,AR2.WG2.TS
WG1+2,Robert T. Watson,AR3.WG1.12,AR2.WG2.TS
WG1+2,Robert T. Watson,AR3.WG1.13,AR2.WG2.TS
WG1+2,Penny Whetton,AR3.WG1.10,AR5.WG2.25
WG1+2,Penny Whetton,AR4.WG1.11,AR5.WG2.25
WG1+2,Penny Whetton,AR3.WG1.13,AR5.WG2.25
WG1+2,Penny Whetton,AR2.WG1.6,AR5.WG2.25
WG1+2,Penny Whetton,AR3.WG1.9,AR5.WG2.25
WG1+2,Penny Whetton,AR4.WG1.SPM,AR5.WG2.25
WG1+2,Penny Whetton,AR4.WG1.TS,AR5.WG2.25
WG1+2,Robert Wilby,AR3.WG1.10,AR4.WG2.3
WG1+2,Robert Wilby,AR4.WG1.11,AR4.WG2.3
WG1+2,Robert Wilby,AR3.WG1.13,AR4.WG2.3
WG1+2,D. Williamson,AR2.WG1.5,AR3.WG2.5
WG1+2,Philip Woodworth,AR3.WG1.11,AR2.WG2.9
WG1+2,Philip Woodworth,AR5.WG1.13,AR2.WG2.9
WG1+2,Philip Woodworth,AR5.WG1.3,AR2.WG2.9
WG1+2,Philip Woodworth,AR4.WG1.5,AR2.WG2.9
WG1+2,Philip Woodworth,AR2.WG1.7,AR2.WG2.9
WG1+2,Philip Woodworth,AR1.WG1.9,AR2.WG2.9
WG1+2,David Wratt,AR5.WG1.14,AR3.WG2.SPM
WG1+2,David Wratt,AR5.WG1.14,AR3.WG2.TS
WG1+2,David Wratt,AR4.WG1.5,AR3.WG2.SPM
WG1+2,David Wratt,AR4.WG1.5,AR3.WG2.TS
WG1+2,David Wratt,AR4.WG1.SPM,AR3.WG2.TS
WG1+2,John Zillman,AR2.WG1.TS,AR4.WG2.19
WG1+2,John Zillman,AR3.WG1.TS,AR4.WG2.19
WG1+3,John M. Christensen,AR3.WG1.10,AR3.WG3.TS
WG1+3,Jonathan M. Gregory,AR4.WG1.10,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR4.WG1.10,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR5.WG1.10,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR5.WG1.10,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR5.WG1.12,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR5.WG1.12,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR5.WG1.13,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR5.WG1.13,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR4.WG1.5,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR2.WG1.6,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR2.WG1.6,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR2.WG1.7,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR2.WG1.7,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR2.WG1.8,AR3.WG3.3
WG1+3,Jonathan M. Gregory,AR2.WG1.8,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR4.WG1.8,AR3.WG3.SPM
WG1+3,Jonathan M. Gregory,AR4.WG1.9,AR3.WG3.SPM
WG1+3,Alex Hall,AR5.WG1.14,AR3.WG3.5
WG1+3,Danny Harvey,AR1.WG1.4,AR4.WG3.6
WG1+3,Thomas R. Karl,AR3.WG1.2,AR1.WG3.4
WG1+3,Thomas R. Karl,AR2.WG1.3,AR1.WG3.4
WG1+3,Thomas R. Karl,AR4.WG1.3,AR1.WG3.4
WG1+3,Werner A. Kurz,AR2.WG1.9,AR4.WG3.9
WG1+3,D.L. Mauzerall,AR3.WG1.4,AR3.WG3.9
WG1+3,Mack McFarland,AR3.WG1.4,AR4.WG3.2
WG1+3,Mack McFarland,AR2.WG1.TS,AR4.WG3.2
WG1+3,Mack McFarland,AR2.WG1.TS,AR3.WG3.3
WG1+3,Mack McFarland,AR3.WG1.TS,AR4.WG3.2
WG1+3,Ronald J. Stouffer,AR4.WG1.1,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR4.WG1.10,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR3.WG1.11,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR3.WG1.14,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR1.WG1.5,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR2.WG1.5,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR1.WG1.6,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR2.WG1.6,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR3.WG1.8,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR4.WG1.8,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR3.WG1.9,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR4.WG1.SPM,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR3.WG1.TS,AR5.WG3.10
WG1+3,Ronald J. Stouffer,AR4.WG1.TS,AR5.WG3.10
WG1+3,Karl E. Taylor,AR4.WG1.1,AR2.WG3.5
WG1+3,Karl E. Taylor,AR4.WG1.1,AR2.WG3.6
WG1+3,Karl E. Taylor,AR4.WG1.1,AR3.WG3.7
WG1+3,Karl E. Taylor,AR4.WG1.1,AR2.WG3.8
WG1+3,Karl E. Taylor,AR4.WG1.1,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR4.WG1.10,AR2.WG3.5
WG1+3,Karl E. Taylor,AR4.WG1.10,AR2.WG3.6
WG1+3,Karl E. Taylor,AR4.WG1.10,AR3.WG3.7
WG1+3,Karl E. Taylor,AR4.WG1.10,AR2.WG3.8
WG1+3,Karl E. Taylor,AR4.WG1.10,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR5.WG1.12,AR2.WG3.5
WG1+3,Karl E. Taylor,AR5.WG1.12,AR2.WG3.6
WG1+3,Karl E. Taylor,AR5.WG1.12,AR3.WG3.7
WG1+3,Karl E. Taylor,AR5.WG1.12,AR2.WG3.8
WG1+3,Karl E. Taylor,AR5.WG1.12,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR2.WG1.5,AR2.WG3.6
WG1+3,Karl E. Taylor,AR2.WG1.5,AR3.WG3.7
WG1+3,Karl E. Taylor,AR2.WG1.5,AR2.WG3.8
WG1+3,Karl E. Taylor,AR2.WG1.5,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR2.WG1.6,AR3.WG3.7
WG1+3,Karl E. Taylor,AR2.WG1.6,AR2.WG3.8
WG1+3,Karl E. Taylor,AR2.WG1.6,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR2.WG1.8,AR3.WG3.7
WG1+3,Karl E. Taylor,AR2.WG1.8,AR3.WG3.TS
WG1+3,Karl E. Taylor,AR4.WG1.8,AR3.WG3.TS
WG2+3,Roberto Acosta Moreno,AR2.WG2.11,AR5.WG3.14
WG2+3,Roberto Acosta Moreno,AR2.WG2.TS,AR5.WG3.14
WG2+3,Shardul Agrawala,AR4.WG2.17,AR5.WG3.14
WG2+3,Shardul Agrawala,AR2.WG2.25,AR5.WG3.14
WG2+3,Shardul Agrawala,AR4.WG2.SPM,AR5.WG3.14
WG2+3,Shardul Agrawala,AR2.WG2.TS,AR5.WG3.14
WG2+3,Shardul Agrawala,AR4.WG2.TS,AR5.WG3.14
WG2+3,Hashem Akbari,AR2.WG2.22,AR5.WG3.9
WG2+3,Joseph M. Alcamo,AR4.WG2.12,AR3.WG3.2
WG2+3,Michael J. Apps,AR3.WG2.5,AR4.WG3.9
WG2+3,H. Audus,AR2.WG2.19,AR3.WG3.3
WG2+3,Eduardo Calvo Buendia,AR5.WG2.17,AR3.WG3.4
WG2+3,Eduardo Calvo Buendia,AR5.WG2.17,AR4.WG3.9
WG2+3,Jean-Paul Ceron,AR4.WG2.7,AR5.WG3.10
WG2+3,Jean-Paul Ceron,AR4.WG2.7,AR4.WG3.TS
WG2+3,Carlos Clemente Cerri,AR2.WG2.23,AR3.WG3.4
WG2+3,Carlos Clemente Cerri,AR2.WG2.TS,AR3.WG3.4
WG2+3,G. Chichilnisky,AR3.WG2.15,AR2.WG3.2
WG2+3,R. Christ,AR2.WG2.26,AR3.WG3.SPM
WG2+3,Jorge O. Codignotto,AR3.WG2.14,AR4.WG3.TS
WG2+3,Jorge O. Codignotto,AR3.WG2.6,AR4.WG3.TS
WG2+3,Jorge O. Codignotto,AR4.WG2.6,AR4.WG3.TS
WG2+3,Jan Corfee-Morlot,AR4.WG2.19,AR4.WG3.3
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR2.WG3.8
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR2.WG3.9
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR3.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR4.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR3.WG3.TS
WG2+3,Ogunlade R. Davidson,AR2.WG2.21,AR4.WG3.TS
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR2.WG3.8
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR2.WG3.9
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR3.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR4.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR3.WG3.TS
WG2+3,Ogunlade R. Davidson,AR2.WG2.27,AR4.WG3.TS
WG2+3,Ogunlade R. Davidson,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.TS,AR4.WG3.SPM
WG2+3,Ogunlade R. Davidson,AR2.WG2.TS,AR3.WG3.TS
WG2+3,Ogunlade R. Davidson,AR2.WG2.TS,AR4.WG3.TS
WG2+3,James Edmonds,AR2.WG2.19,AR3.WG3.10
WG2+3,James Edmonds,AR2.WG2.19,AR4.WG3.2
WG2+3,James Edmonds,AR2.WG2.19,AR5.WG3.7
WG2+3,James Edmonds,AR2.WG2.19,AR2.WG3.8
WG2+3,James Edmonds,AR2.WG2.19,AR3.WG3.8
WG2+3,James Edmonds,AR2.WG2.19,AR2.WG3.9
WG2+3,James Edmonds,AR2.WG2.19,AR3.WG3.SPM
WG2+3,James Edmonds,AR2.WG2.25,AR3.WG3.10
WG2+3,James Edmonds,AR2.WG2.25,AR4.WG3.2
WG2+3,James Edmonds,AR2.WG2.25,AR5.WG3.7
WG2+3,James Edmonds,AR2.WG2.25,AR2.WG3.8
WG2+3,James Edmonds,AR2.WG2.25,AR3.WG3.8
WG2+3,James Edmonds,AR2.WG2.25,AR2.WG3.9
WG2+3,James Edmonds,AR2.WG2.25,AR3.WG3.SPM
WG2+3,James Edmonds,AR2.WG2.TS,AR3.WG3.10
WG2+3,James Edmonds,AR2.WG2.TS,AR4.WG3.2
WG2+3,James Edmonds,AR2.WG2.TS,AR5.WG3.7
WG2+3,James Edmonds,AR2.WG2.TS,AR3.WG3.8
WG2+3,James Edmonds,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Samuel Fankhauser,AR4.WG2.17,AR2.WG3.6
WG2+3,Samuel Fankhauser,AR5.WG2.17,AR2.WG3.6
WG2+3,Samuel Fankhauser,AR3.WG2.19,AR2.WG3.6
WG2+3,Justin Ford-Robertson,AR3.WG2.12,AR4.WG3.9
WG2+3,David L. Greene,AR2.WG2.11,AR3.WG3.3
WG2+3,David L. Greene,AR2.WG2.11,AR4.WG3.5
WG2+3,David L. Greene,AR2.WG2.21,AR3.WG3.3
WG2+3,David L. Greene,AR2.WG2.21,AR4.WG3.5
WG2+3,Sujata Gupta,AR3.WG2.3,AR4.WG3.13
WG2+3,Sujata Gupta,AR3.WG2.3,AR5.WG3.16
WG2+3,Sujata Gupta,AR3.WG2.3,AR4.WG3.SPM
WG2+3,Sujata Gupta,AR3.WG2.3,AR4.WG3.TS
WG2+3,Shreekant Gupta,AR3.WG2.7,AR5.WG3.2
WG2+3,Shreekant Gupta,AR3.WG2.SPM,AR5.WG3.2
WG2+3,Sujata Gupta,AR3.WG2.TS,AR4.WG3.13
WG2+3,Sujata Gupta,AR3.WG2.TS,AR5.WG3.16
WG2+3,Sujata Gupta,AR3.WG2.TS,AR4.WG3.SPM
WG2+3,Sujata Gupta,AR3.WG2.TS,AR4.WG3.TS
WG2+3,Daniel M. Gwary,AR3.WG2.10,AR4.WG3.8
WG2+3,K. Hogan,AR2.WG2.22,AR2.WG3.8
WG2+3,K. Hogan,AR2.WG2.22,AR2.WG3.9
WG2+3,K. Hogan,AR2.WG2.28,AR2.WG3.8
WG2+3,K. Hogan,AR2.WG2.28,AR2.WG3.9
WG2+3,Mark Howden,AR4.WG2.11,AR4.WG3.8
WG2+3,Mark Howden,AR3.WG2.12,AR4.WG3.8
WG2+3,Mark Howden,AR2.WG2.13,AR4.WG3.8
WG2+3,Mark Howden,AR2.WG2.2,AR4.WG3.8
WG2+3,Mark Howden,AR5.WG2.25,AR4.WG3.8
WG2+3,Mark Howden,AR3.WG2.5,AR4.WG3.8
WG2+3,Mark Howden,AR4.WG2.5,AR4.WG3.8
WG2+3,Mark Howden,AR5.WG2.7,AR4.WG3.8
WG2+3,Atsushi Inaba,AR2.WG2.19,AR5.WG3.12
WG2+3,Hisashi Ishitani,AR2.WG2.19,AR3.WG3.3
WG2+3,Hisashi Ishitani,AR2.WG2.19,AR3.WG3.SPM
WG2+3,Hisashi Ishitani,AR2.WG2.19,AR3.WG3.TS
WG2+3,Hisashi Ishitani,AR2.WG2.B,AR3.WG3.3
WG2+3,Hisashi Ishitani,AR2.WG2.B,AR3.WG3.SPM
WG2+3,Hisashi Ishitani,AR2.WG2.B,AR3.WG3.TS
WG2+3,Hisashi Ishitani,AR2.WG2.TS,AR3.WG3.3
WG2+3,Hisashi Ishitani,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Hisashi Ishitani,AR2.WG2.TS,AR3.WG3.TS
WG2+3,Mostafa Jafari,AR4.WG2.10,AR5.WG3.11
WG2+3,M. Jefferson,AR2.WG2.19,AR3.WG3.5
