Cumulated Working Group,Bridge Author Name,Chapter 1,Chapter 2
WG2+3,M. Jefferson,AR2.WG2.19,AR2.WG3.7
WG2+3,Takao Kashiwagi,AR2.WG2.20,AR3.WG3.3
WG2+3,Takao Kashiwagi,AR2.WG2.TS,AR3.WG3.3
WG2+3,P.E. Kauppi,AR2.WG2.24,AR3.WG3.4
WG2+3,P.E. Kauppi,AR2.WG2.24,AR3.WG3.SPM
WG2+3,P.E. Kauppi,AR2.WG2.24,AR3.WG3.TS
WG2+3,Howard Kunreuther,AR5.WG2.17,AR5.WG3.2
WG2+3,Siwei Lang,AR2.WG2.22,AR4.WG3.6
WG2+3,Emilio Lebre La Rovere,AR3.WG2.3,AR4.WG3.3
WG2+3,Emilio Lebre La Rovere,AR3.WG2.3,AR2.WG3.8
WG2+3,Emilio Lebre La Rovere,AR3.WG2.3,AR2.WG3.9
WG2+3,Emilio Lebre La Rovere,AR3.WG2.SPM,AR4.WG3.3
WG2+3,Emilio Lebre La Rovere,AR3.WG2.TS,AR4.WG3.3
WG2+3,Mark D. Levine,AR2.WG2.22,AR3.WG3.3
WG2+3,Mark D. Levine,AR2.WG2.22,AR4.WG3.6
WG2+3,Mark D. Levine,AR2.WG2.22,AR4.WG3.SPM
WG2+3,Mark D. Levine,AR2.WG2.22,AR4.WG3.TS
WG2+3,Mark D. Levine,AR2.WG2.TS,AR3.WG3.3
WG2+3,Mark D. Levine,AR2.WG2.TS,AR4.WG3.6
WG2+3,Mark D. Levine,AR2.WG2.TS,AR4.WG3.SPM
WG2+3,Mark D. Levine,AR2.WG2.TS,AR4.WG3.TS
WG2+3,R.J. Luxmoore,AR2.WG2.1,AR1.WG3.7
WG2+3,Antonio R. Magalhaes,AR4.WG2.17,AR1.WG3.8
WG2+3,W.R. Makundi,AR2.WG2.15,AR3.WG3.4
WG2+3,Anil Markandya,AR5.WG2.17,AR4.WG3.2
WG2+3,Anil Markandya,AR5.WG2.17,AR3.WG3.6
WG2+3,Anil Markandya,AR5.WG2.17,AR3.WG3.SPM
WG2+3,Anil Markandya,AR5.WG2.17,AR3.WG3.TS
WG2+3,Anil Markandya,AR4.WG2.8,AR3.WG3.SPM
WG2+3,Anil Markandya,AR4.WG2.8,AR3.WG3.TS
WG2+3,Anil Markandya,AR5.WG2.SPM,AR3.WG3.TS
WG2+3,Michael D. Mastrandrea,AR5.WG2.1,AR4.WG3.3
WG2+3,Michael D. Mastrandrea,AR4.WG2.19,AR4.WG3.3
WG2+3,Bruce McCarl,AR5.WG2.17,AR4.WG3.8
WG2+3,Laurie Michaelis,AR2.WG2.21,AR3.WG3.5
WG2+3,Laurie Michaelis,AR2.WG2.TS,AR3.WG3.5
WG2+3,Evan Mills,AR4.WG2.14,AR3.WG3.3
WG2+3,Evan Mills,AR3.WG2.15,AR3.WG3.3
WG2+3,William Moomaw,AR2.WG2.11,AR3.WG3.3
WG2+3,William Moomaw,AR2.WG2.11,AR4.WG3.4
WG2+3,William Moomaw,AR2.WG2.11,AR3.WG3.SPM
WG2+3,William Moomaw,AR2.WG2.11,AR3.WG3.TS
WG2+3,William Moomaw,AR2.WG2.20,AR3.WG3.3
WG2+3,William Moomaw,AR2.WG2.20,AR4.WG3.4
WG2+3,William Moomaw,AR2.WG2.20,AR3.WG3.SPM
WG2+3,William Moomaw,AR2.WG2.20,AR3.WG3.TS
WG2+3,William Moomaw,AR2.WG2.TS,AR3.WG3.3
WG2+3,William Moomaw,AR2.WG2.TS,AR4.WG3.4
WG2+3,William Moomaw,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,William Moomaw,AR2.WG2.TS,AR3.WG3.TS
WG2+3,Jose Roberto Moreira,AR2.WG2.19,AR3.WG3.3
WG2+3,Jose Roberto Moreira,AR2.WG2.19,AR4.WG3.4
WG2+3,Jose Roberto Moreira,AR2.WG2.19,AR3.WG3.TS
WG2+3,Jose Roberto Moreira,AR2.WG2.B,AR3.WG3.3
WG2+3,Jose Roberto Moreira,AR2.WG2.B,AR4.WG3.4
WG2+3,Jose Roberto Moreira,AR2.WG2.B,AR3.WG3.TS
WG2+3,Jose Roberto Moreira,AR2.WG2.TS,AR3.WG3.3
WG2+3,Jose Roberto Moreira,AR2.WG2.TS,AR4.WG3.4
WG2+3,Jose Roberto Moreira,AR2.WG2.TS,AR3.WG3.TS
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR3.WG3.2
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR4.WG3.3
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR5.WG3.5
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR3.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR4.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.19,AR4.WG3.TS
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR3.WG3.2
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR4.WG3.3
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR5.WG3.5
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR3.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR4.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.21,AR4.WG3.TS
WG2+3,Nebojsa Nakicenovic,AR3.WG2.3,AR4.WG3.3
WG2+3,Nebojsa Nakicenovic,AR3.WG2.3,AR5.WG3.5
WG2+3,Nebojsa Nakicenovic,AR3.WG2.3,AR3.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR3.WG2.3,AR4.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR3.WG2.3,AR4.WG3.TS
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR3.WG3.2
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR4.WG3.3
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR5.WG3.5
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR3.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR4.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.B,AR4.WG3.TS
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR3.WG3.2
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR4.WG3.3
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR5.WG3.5
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR4.WG3.SPM
WG2+3,Nebojsa Nakicenovic,AR2.WG2.TS,AR4.WG3.TS
WG2+3,Richard Odingo,AR1.WG2.5,AR4.WG3.1
WG2+3,R.K. Pachauri,AR2.WG2.19,AR2.WG3.6
WG2+3,R.K. Pachauri,AR2.WG2.19,AR3.WG3.TS
WG2+3,Jyoti K. Parikh,AR2.WG2.12,AR3.WG3.1
WG2+3,Jyoti K. Parikh,AR2.WG2.12,AR2.WG3.2
WG2+3,Jyoti K. Parikh,AR2.WG2.12,AR5.WG3.9
WG2+3,Jyoti K. Parikh,AR3.WG2.2,AR5.WG3.9
WG2+3,Anthony Patt,AR5.WG2.14,AR5.WG3.2
WG2+3,Anthony Patt,AR4.WG2.2,AR5.WG3.14
WG2+3,Anthony Patt,AR4.WG2.2,AR5.WG3.2
WG2+3,Gerhard Petschel-Held,AR3.WG2.2,AR4.WG3.12
WG2+3,Jeff Price,AR4.WG2.1,AR3.WG3.3
WG2+3,Jeff Price,AR4.WG2.1,AR3.WG3.TS
WG2+3,Lynn K. Price,AR3.WG2.17,AR4.WG3.7
WG2+3,Lynn K. Price,AR3.WG2.19,AR4.WG3.7
WG2+3,Jeff Price,AR5.WG2.19,AR3.WG3.3
WG2+3,Jeff Price,AR5.WG2.19,AR3.WG3.TS
WG2+3,Lynn K. Price,AR2.WG2.22,AR4.WG3.7
WG2+3,Jeff Price,AR4.WG2.4,AR3.WG3.TS
WG2+3,Lynn K. Price,AR3.WG2.5,AR4.WG3.7
WG2+3,Lynn K. Price,AR3.WG2.SPM,AR4.WG3.7
WG2+3,Lynn K. Price,AR3.WG2.TS,AR4.WG3.7
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.15,AR5.WG3.11
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.15,AR3.WG3.4
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.15,AR4.WG3.9
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.TS,AR5.WG3.11
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.TS,AR3.WG3.4
WG2+3,Nijavalli H. Ravindranath,AR2.WG2.TS,AR4.WG3.9
WG2+3,John M. Reilly,AR2.WG2.13,AR3.WG3.8
WG2+3,John M. Reilly,AR1.WG2.2,AR2.WG3.1
WG2+3,John M. Reilly,AR1.WG2.2,AR3.WG3.8
WG2+3,John M. Reilly,AR2.WG2.TS,AR3.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.1,AR2.WG3.10
WG2+3,Richard G. Richels,AR3.WG2.1,AR3.WG3.10
WG2+3,Richard G. Richels,AR3.WG2.1,AR4.WG3.3
WG2+3,Richard G. Richels,AR3.WG2.1,AR5.WG3.5
WG2+3,Richard G. Richels,AR3.WG2.1,AR2.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.1,AR3.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.1,AR2.WG3.9
WG2+3,Richard G. Richels,AR3.WG2.1,AR3.WG3.TS
WG2+3,Richard G. Richels,AR4.WG2.18,AR4.WG3.3
WG2+3,Richard G. Richels,AR4.WG2.18,AR5.WG3.5
WG2+3,Richard G. Richels,AR4.WG2.18,AR2.WG3.8
WG2+3,Richard G. Richels,AR4.WG2.18,AR3.WG3.8
WG2+3,Richard G. Richels,AR4.WG2.18,AR2.WG3.9
WG2+3,Richard G. Richels,AR4.WG2.18,AR3.WG3.TS
WG2+3,Richard G. Richels,AR3.WG2.19,AR4.WG3.3
WG2+3,Richard G. Richels,AR3.WG2.19,AR5.WG3.5
WG2+3,Richard G. Richels,AR3.WG2.19,AR2.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.19,AR3.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.19,AR2.WG3.9
WG2+3,Richard G. Richels,AR3.WG2.19,AR3.WG3.TS
WG2+3,Richard G. Richels,AR3.WG2.2,AR4.WG3.3
WG2+3,Richard G. Richels,AR3.WG2.2,AR5.WG3.5
WG2+3,Richard G. Richels,AR3.WG2.2,AR2.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.2,AR3.WG3.8
WG2+3,Richard G. Richels,AR3.WG2.2,AR2.WG3.9
WG2+3,Richard G. Richels,AR3.WG2.2,AR3.WG3.TS
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR4.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR5.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR3.WG3.3
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR3.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR4.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.19,AR4.WG3.TS
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR4.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR5.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR3.WG3.3
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR3.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR4.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.B,AR4.WG3.TS
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR4.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR5.WG3.1
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR3.WG3.3
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR4.WG3.SPM
WG2+3,Hans-Holger Rogner,AR2.WG2.TS,AR4.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.24,AR4.WG3.12
WG2+3,Jayant Sathaye,AR2.WG2.24,AR5.WG3.4
WG2+3,Jayant Sathaye,AR2.WG2.24,AR3.WG3.5
WG2+3,Jayant Sathaye,AR2.WG2.24,AR3.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.24,AR4.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.24,AR3.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.24,AR4.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.27,AR4.WG3.12
WG2+3,Jayant Sathaye,AR2.WG2.27,AR5.WG3.4
WG2+3,Jayant Sathaye,AR2.WG2.27,AR3.WG3.5
WG2+3,Jayant Sathaye,AR2.WG2.27,AR3.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.27,AR4.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.27,AR3.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.27,AR4.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR4.WG3.12
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR5.WG3.4
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR3.WG3.5
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR3.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR4.WG3.SPM
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR3.WG3.TS
WG2+3,Jayant Sathaye,AR2.WG2.TS,AR4.WG3.TS
WG2+3,Roger Sedjo,AR2.WG2.24,AR3.WG3.4
WG2+3,Roger Sedjo,AR2.WG2.24,AR2.WG3.7
WG2+3,Roger Sedjo,AR2.WG2.24,AR3.WG3.SPM
WG2+3,Roger Sedjo,AR4.WG2.5,AR2.WG3.7
WG2+3,Roger Sedjo,AR4.WG2.5,AR3.WG3.SPM
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR4.WG3.2
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR5.WG3.6
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR2.WG3.8
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR3.WG3.8
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR2.WG3.9
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR3.WG3.SPM
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR4.WG3.SPM
WG2+3,Priyadarshi R. Shukla,AR4.WG2.17,AR4.WG3.TS
WG2+3,Oleg D. Sirotenko,AR2.WG2.13,AR4.WG3.8
WG2+3,Oleg D. Sirotenko,AR1.WG2.2,AR4.WG3.8
WG2+3,Oleg D. Sirotenko,AR3.WG2.5,AR4.WG3.8
WG2+3,Jim F. Skea,AR2.WG2.11,AR5.WG3.7
WG2+3,Jim F. Skea,AR2.WG2.12,AR5.WG3.7
WG2+3,Jim F. Skea,AR3.WG2.3,AR5.WG3.7
WG2+3,Jim F. Skea,AR3.WG2.7,AR5.WG3.7
WG2+3,Jim F. Skea,AR2.WG2.TS,AR5.WG3.7
WG2+3,Brent Sohngen,AR3.WG2.5,AR4.WG3.9
WG2+3,Brent Sohngen,AR3.WG2.SPM,AR4.WG3.9
WG2+3,Richard S.J. Tol,AR5.WG2.10,AR2.WG3.6
WG2+3,Richard S.J. Tol,AR3.WG2.19,AR2.WG3.6
WG2+3,Ferenc L. Toth,AR5.WG2.10,AR4.WG3.11
WG2+3,Ferenc L. Toth,AR5.WG2.10,AR4.WG3.3
WG2+3,Ferenc L. Toth,AR5.WG2.10,AR5.WG3.5
WG2+3,Ferenc L. Toth,AR5.WG2.10,AR3.WG3.SPM
WG2+3,Ferenc L. Toth,AR5.WG2.10,AR3.WG3.TS
WG2+3,Ferenc L. Toth,AR4.WG2.18,AR4.WG3.3
WG2+3,Ferenc L. Toth,AR4.WG2.18,AR5.WG3.5
WG2+3,Ferenc L. Toth,AR4.WG2.18,AR3.WG3.SPM
WG2+3,Ferenc L. Toth,AR4.WG2.18,AR3.WG3.TS
WG2+3,Ferenc L. Toth,AR3.WG2.2,AR4.WG3.11
WG2+3,Ferenc L. Toth,AR3.WG2.2,AR4.WG3.3
WG2+3,Ferenc L. Toth,AR3.WG2.2,AR5.WG3.5
WG2+3,Ferenc L. Toth,AR3.WG2.2,AR3.WG3.SPM
WG2+3,Ferenc L. Toth,AR3.WG2.2,AR3.WG3.TS
WG2+3,Ferenc L. Toth,AR4.WG2.20,AR4.WG3.3
WG2+3,Ferenc L. Toth,AR4.WG2.20,AR5.WG3.5
WG2+3,Ferenc L. Toth,AR4.WG2.20,AR3.WG3.SPM
WG2+3,Ferenc L. Toth,AR4.WG2.20,AR3.WG3.TS
WG2+3,Francesco Tubiello,AR4.WG2.5,AR5.WG3.11
WG2+3,Detlef P. Van Vuuren,AR4.WG2.2,AR4.WG3.3
WG2+3,Detlef P. Van Vuuren,AR4.WG2.2,AR5.WG3.6
WG2+3,Mukiri Wa Githendu,AR3.WG2.10,AR4.WG3.8
WG2+3,Mukiri Wa Githendu,AR3.WG2.10,AR4.WG3.TS
WG2+3,Mukiri Wa Githendu,AR4.WG2.9,AR4.WG3.TS
WG2+3,Rachel Warren,AR4.WG2.18,AR4.WG3.3
WG2+3,Rachel Warren,AR5.WG2.19,AR4.WG3.3
WG2+3,John P. Weyant,AR3.WG2.19,AR4.WG3.3
WG2+3,John P. Weyant,AR3.WG2.19,AR5.WG3.6
WG2+3,John P. Weyant,AR3.WG2.19,AR2.WG3.9
WG2+3,Farhana Yamin,AR4.WG2.19,AR2.WG3.2
WG2+3,Farhana Yamin,AR4.WG2.19,AR2.WG3.3
WG2+3,Farhana Yamin,AR4.WG2.19,AR3.WG3.6
WG2+3,Peter P. Zhou,AR3.WG2.11,AR4.WG3.5
WG2+3,Peter P. Zhou,AR3.WG2.11,AR5.WG3.5
WG2+3,Fengqi Zhou,AR2.WG2.19,AR3.WG3.3
WG2+3,Fengqi Zhou,AR2.WG2.19,AR4.WG3.7
WG2+3,Fengqi Zhou,AR2.WG2.TS,AR3.WG3.3
WG2+3,Fengqi Zhou,AR2.WG2.TS,AR4.WG3.7
